project_start_date,reporting_construction_type,extended_affordability_status,extremely_low_income_units,very_low_income_units,low_income_units,moderate_income_units,middle_income_units,all_counted_units,total_units
2014-02-11,0,0,0,0,1,0,0,1,1
2014-02-11,0,0,55,34,0,0,0,90,90
2014-02-10,0,0,0,0,1,0,0,1,1
2014-02-07,0,0,0,0,1,0,0,1,1
2014-02-07,0,0,0,0,2,0,0,2,8
2014-02-07,0,0,0,0,2,0,0,2,8
2014-02-06,0,0,8,0,0,0,0,8,8
2014-02-06,1,0,0,0,0,0,1,1,1
2014-02-06,1,0,0,0,0,0,1,1,1
2014-02-06,0,0,0,0,1,0,0,1,1
2014-02-06,0,0,0,0,1,0,0,1,1
2014-02-04,0,0,0,0,6,0,0,6,30
2014-01-31,0,0,0,0,1,0,0,1,1
2014-01-30,1,0,0,0,0,0,1,1,1
2014-01-30,1,0,0,0,0,0,1,1,1
2014-01-30,1,0,0,0,0,0,1,1,1
2014-01-29,0,0,0,0,1,0,0,1,1
2014-01-28,0,0,0,28,107,0,0,136,136
2014-01-28,0,0,0,0,1,0,0,1,1
2014-01-28,0,0,0,0,1,0,0,1,1
2014-01-28,0,0,0,0,1,0,0,1,1
2014-01-27,0,0,0,0,1,0,0,1,1
2014-01-23,1,0,0,0,2,0,0,2,2
2014-01-22,1,0,0,0,42,0,0,43,43
2014-01-22,1,0,0,0,23,0,0,24,24
2014-01-22,1,0,0,0,62,0,0,63,63
2014-01-22,1,0,0,0,25,0,0,25,25
2014-01-22,1,0,0,0,25,0,0,25,25
2014-01-22,0,0,0,0,1,0,0,1,1
2014-01-22,0,0,0,1,0,0,0,1,1
2014-01-22,0,0,0,0,1,0,0,1,1
2014-01-22,0,0,0,0,1,0,0,1,1
2014-01-21,1,1,0,0,0,10,0,10,10
2014-01-21,1,0,0,0,0,0,1,1,1
2014-01-17,1,0,0,0,0,0,1,1,1
2014-01-17,0,0,0,0,1,0,0,1,1
2014-01-16,1,0,0,0,0,0,1,1,1
2014-01-15,0,0,0,29,22,0,0,52,52
2014-01-15,0,0,0,11,72,0,0,84,84
2014-01-15,0,0,0,89,0,0,0,90,90
2014-01-15,0,0,0,24,27,0,0,52,52
2014-01-15,0,0,0,0,1,0,0,1,1
2014-01-14,1,0,0,3,0,0,0,3,3
2014-01-14,1,0,0,0,0,0,1,1,1
2014-01-10,1,0,0,0,0,0,1,1,1
2014-01-10,0,0,0,0,1,0,0,1,1
2014-01-07,1,0,0,0,0,0,1,1,1
2014-01-03,1,0,0,0,0,0,1,1,1
